,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,agegroup,hoursgroup,nativecountry,income
5022,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Male,20 - 29,40 - 49,United-States,<=50K
5024,Private,Masters,14,Never-married,Other-service,Not-in-family,White,Female,40 - 49,30 - 39,Poland,<=50K
5025,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
5026,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,40 - 49,30 - 39,United-States,<=50K
5027,Private,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,40 - 49,40 - 49,United-States,<=50K
5028,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
5029,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
5030,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,30 - 39,40 - 49,Canada,<=50K
5031,Private,Some-college,10,Separated,Adm-clerical,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
5032,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,20 - 29,50 - 59,United-States,<=50K
5033,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
5034,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,10 - 19,50 - 59,United-States,<=50K
5035,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,60 - 69,United-States,<=50K
5036,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,40 - 49,40 - 49,United-States,<=50K
5037,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,30 - 39,40 - 49,United-States,<=50K
5039,Private,11th,7,Never-married,Other-service,Own-child,White,Male,10 - 19,0 - 9,United-States,<=50K
5040,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
5041,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,10 - 19,40 - 49,United-States,<=50K
5042,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40 - 49,40 - 49,United-States,<=50K
5043,Private,10th,6,Never-married,Transport-moving,Unmarried,White,Male,40 - 49,40 - 49,United-States,>50K
5044,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,50 - 59,50 - 59,United-States,<=50K
5045,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,60 - 69,United-States,>50K
5046,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
5047,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,50 - 59,20 - 29,United-States,<=50K
5048,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,50 - 59,40 - 49,United-States,<=50K
5049,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,50 - 59,United-States,<=50K
5051,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,20 - 29,40 - 49,United-States,>50K
5052,Private,11th,7,Divorced,Sales,Own-child,White,Male,30 - 39,40 - 49,United-States,<=50K
5053,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,30 - 39,50 - 59,United-States,>50K
5054,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,30 - 39,50 - 59,United-States,<=50K
5055,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
5056,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,40 - 49,40 - 49,United-States,<=50K
5057,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40 - 49,70 - 79,Thailand,<=50K
5058,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
5059,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
5060,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,60 - 69,United-States,<=50K
5061,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,20 - 29,20 - 29,United-States,<=50K
5062,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,30 - 39,50 - 59,United-States,<=50K
5063,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,30 - 39,90 - 99,United-States,>50K
5064,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30 - 39,40 - 49,United-States,>50K
5065,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
5067,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
5068,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,40 - 49,40 - 49,United-States,<=50K
5069,Private,11th,7,Divorced,Other-service,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
5070,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,50 - 59,40 - 49,United-States,<=50K
5071,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40 - 49,40 - 49,Germany,<=50K
5072,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,10 - 19,40 - 49,United-States,<=50K
5073,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40 - 49,40 - 49,Peru,<=50K
5074,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,50 - 59,40 - 49,United-States,<=50K
5075,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,30 - 39,50 - 59,United-States,>50K
5076,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,30 - 39,40 - 49,United-States,<=50K
5077,Self-emp-inc,10th,6,Married-civ-spouse,Transport-moving,Wife,White,Female,50 - 59,40 - 49,United-States,<=50K
5078,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,20 - 29,40 - 49,Mexico,<=50K
5079,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,30 - 39,40 - 49,United-States,>50K
5080,Self-emp-not-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,40 - 49,30 - 39,United-States,<=50K
5081,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
5083,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
5084,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
5085,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
5086,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,60 - 69,United-States,<=50K
5087,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
5088,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
5089,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,20 - 29,50 - 59,United-States,<=50K
5090,Private,11th,7,Widowed,Transport-moving,Unmarried,Black,Male,60 - 69,40 - 49,United-States,<=50K
5091,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
5092,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40 - 49,60 - 69,United-States,>50K
5093,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,50 - 59,30 - 39,United-States,<=50K
5094,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
5096,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40 - 49,60 - 69,United-States,>50K
5097,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40 - 49,40 - 49,United-States,<=50K
5098,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,30 - 39,40 - 49,United-States,>50K
5099,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30 - 39,40 - 49,United-States,>50K
5100,Private,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40 - 49,40 - 49,United-States,<=50K
5101,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,70 - 79,40 - 49,United-States,<=50K
5102,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,40 - 49,70 - 79,United-States,<=50K
5103,Private,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,20 - 29,60 - 69,United-States,<=50K
5104,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,White,Male,60 - 69,0 - 9,United-States,>50K
5105,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,20 - 29,40 - 49,United-States,<=50K
5106,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
5107,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60 - 69,10 - 19,United-States,<=50K
5108,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
5109,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40 - 49,30 - 39,United-States,<=50K
5110,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
5111,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
5112,Private,11th,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,10 - 19,20 - 29,United-States,<=50K
5113,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,30 - 39,30 - 39,United-States,<=50K
5114,Self-emp-not-inc,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40 - 49,40 - 49,United-States,<=50K
5115,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,>50K
5116,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,20 - 29,20 - 29,United-States,<=50K
5117,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40 - 49,40 - 49,United-States,>50K
5118,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,20 - 29,20 - 29,United-States,<=50K
5119,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,50 - 59,40 - 49,United-States,<=50K
5120,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,30 - 39,60 - 69,United-States,>50K
5121,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
5122,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
5123,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
5124,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,20 - 29,40 - 49,United-States,<=50K
5125,Self-emp-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,50 - 59,United-States,>50K
5126,Private,11th,7,Divorced,Sales,Not-in-family,White,Male,30 - 39,40 - 49,United-States,>50K
5127,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,50 - 59,United-States,>50K
5128,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,10 - 19,40 - 49,United-States,<=50K
5129,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,80 - 89,United-States,>50K
5130,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,20 - 29,40 - 49,United-States,<=50K
5132,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
5133,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
5134,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
5135,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,20 - 29,10 - 19,United-States,<=50K
5136,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
5137,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,20 - 29,40 - 49,United-States,<=50K
5138,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,30 - 39,30 - 39,United-States,>50K
5139,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,60 - 69,50 - 59,United-States,<=50K
5140,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50 - 59,40 - 49,England,>50K
5141,Private,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,40 - 49,40 - 49,China,<=50K
5142,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40 - 49,50 - 59,United-States,>50K
5143,Local-gov,9th,5,Never-married,Other-service,Own-child,Black,Male,10 - 19,0 - 9,United-States,<=50K
5144,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
5145,State-gov,9th,5,Divorced,Other-service,Not-in-family,White,Female,40 - 49,40 - 49,United-States,<=50K
5146,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,30 - 39,40 - 49,United-States,<=50K
5147,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
5148,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,20 - 29,10 - 19,United-States,<=50K
5149,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,30 - 39,40 - 49,United-States,<=50K
5150,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
5151,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,30 - 39,10 - 19,United-States,<=50K
5152,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40 - 49,40 - 49,United-States,<=50K
5153,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
5154,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,40 - 49,40 - 49,United-States,>50K
5155,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,40 - 49,40 - 49,United-States,>50K
5156,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,50 - 59,40 - 49,United-States,<=50K
5157,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,30 - 39,40 - 49,United-States,<=50K
5158,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
5159,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
5160,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,20 - 29,40 - 49,United-States,<=50K
5161,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,30 - 39,40 - 49,United-States,<=50K
5162,State-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,20 - 29,30 - 39,United-States,<=50K
5163,Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,30 - 39,40 - 49,United-States,<=50K
5164,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
5166,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
5167,Private,10th,6,Never-married,Sales,Own-child,White,Male,10 - 19,30 - 39,United-States,<=50K
5168,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,30 - 39,40 - 49,United-States,<=50K
5169,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,20 - 29,40 - 49,United-States,<=50K
5170,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,20 - 29,40 - 49,United-States,<=50K
5171,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,10 - 19,20 - 29,United-States,<=50K
5172,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,50 - 59,40 - 49,United-States,<=50K
5173,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
5174,Private,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,40 - 49,40 - 49,United-States,<=50K
5175,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,20 - 29,30 - 39,United-States,<=50K
5177,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,20 - 29,60 - 69,United-States,<=50K
5178,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,20 - 29,0 - 9,United-States,<=50K
5179,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,10 - 19,0 - 9,United-States,<=50K
5180,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
5181,Private,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
5182,Federal-gov,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,40 - 49,40 - 49,United-States,<=50K
5183,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,40 - 49,30 - 39,Outlying-US(Guam-USVI-etc),<=50K
5184,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,20 - 29,40 - 49,United-States,<=50K
5185,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Male,30 - 39,40 - 49,United-States,<=50K
5186,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,<=50K
5189,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,20 - 29,30 - 39,United-States,<=50K
5190,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,10 - 19,40 - 49,United-States,<=50K
5191,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,50 - 59,40 - 49,United-States,<=50K
5192,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,30 - 39,50 - 59,United-States,<=50K
5193,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,20 - 29,50 - 59,United-States,<=50K
5194,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,30 - 39,50 - 59,United-States,<=50K
5196,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,50 - 59,United-States,>50K
5198,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20 - 29,50 - 59,United-States,<=50K
5199,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40 - 49,50 - 59,United-States,<=50K
5200,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40 - 49,40 - 49,United-States,>50K
5201,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,50 - 59,40 - 49,Scotland,<=50K
5202,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,20 - 29,40 - 49,United-States,<=50K
5203,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,20 - 29,20 - 29,United-States,<=50K
5204,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,20 - 29,40 - 49,United-States,<=50K
